runnerId,category,position,famname,usrname,time
6390,Short-MOpen,5,אופיר,גור,1:35:02
20005,Short-MOpen,6,שחר,ברנע,2:19:24
6777,Short-W45,1,רוני,ממלוק,1:07:06
2437,Short-W45,2,תמר,מייר-גור,1:29:53
3208,Short-W45,3,אניה,גרינברג,1:41:54
4214,ארוך,1,אלון,כהנא,0:38:25
3582,ארוך,2,גל,איזביצקי,0:39:01
7188,ארוך,3,אנטון,פדוסין,0:39:33
3501,ארוך,4,דביר,שכטר,0:40:36
6496,ארוך,5,גאורגי,אילגץ׳,0:41:57
7218,ארוך,6,פבל,בוז׳קו,0:45:58
5335,ארוך,7,עמרי,נוסבוים,0:48:02
6428,ארוך,8,ולרי,גלוזשטיין,0:50:35
6369,ארוך,9,ארתור,טייטר ,0:50:59
4002,ארוך,10,יבגני,מאירקוביץ,0:51:23
5809,ארוך,11,עמית,ליאור,0:52:32
4260,ארוך,12,מארינה,מאירקוביץ,0:52:35
3054,ארוך,13,אדי,כצמן,0:52:40
4377,ארוך,14,אורן,שפירא,0:53:29
5716,ארוך,15,יואב,וינשל,0:54:23
2090,ארוך,16,שחר,הרשמן,0:54:46
7177,ארוך,17,מיכאיל,קורוטייב,0:54:59
741,ארוך,18,עוז,איזביצקי,0:55:15
6429,ארוך,19,לודמילה,גלוזשטיין,0:55:54
6765,ארוך,20,נדב,ניב,0:56:56
6458,ארוך,21,יזהר,בר-גד,0:57:38
4239,ארוך,22,אמיר,חלבה,0:58:30
4000,ארוך,23,דניאל,רז-רוטשילד,0:58:53
1918,ארוך,24,פבל,לויצקי,1:00:35
6326,ארוך,25,משה,שלו,1:04:22
3544,ארוך,26,אפק,גול,1:07:00
6949,ארוך,27,איתן,עפרון,1:08:59
1782,ארוך,28,נעמי,רביד,1:10:17
4841,ארוך,29,יצחק,נוסבוים,1:11:59
21010,ארוך,30,אורן,תבור,1:16:49
4,ארוך,31,מוטי,שור,1:19:07
6283,ארוך,32,עופר,זיינפלד,1:32:01
23000,ארוך,33,irena,Barniv,1:32:56
5105,ארוך,,שאול,ויסמן,DISQ
3989,ארוך,,נתי,שמע,DISQ
1751,ארוך,,דרור,צפורי,DISQ
5231,ארוך,,בר,קלקשטיין,DISQ
5966,בינוני,1,אלכסנדר,קוזלוב,0:27:12
5232,בינוני,2,נדב,קלקשטיין,0:27:17
1342,בינוני,3,זיו,נוימן,0:29:01
20016,בינוני,4,חגי,קרו,0:29:29
8401084,בינוני,5,עוזי,אבנר,0:32:15
5116,בינוני,6,ניר,קלקשטיין,0:33:19
2730,בינוני,7,איתן,עמיעז,0:34:44
20001,בינוני,8,אורי,בן זאב,0:34:46
5790,בינוני,9,נועם,מנור,0:35:42
3145,בינוני,10,ירון,נחושתן,0:36:35
5862,בינוני,11,טטיאנה,חוחלובה,0:37:57
3015,בינוני,12,דמיטרי,פרצ'ונוק,0:38:00
6329,בינוני,13,יואב,בר-גד,0:39:09
3403,בינוני,14,פבל,יופה,0:39:28
20010,בינוני,15,אטד,יפתח,0:39:50
3446,בינוני,16,שחר-3446,ארד,0:40:55
1214,בינוני,17,חגי,אלעד,0:42:01
5566,בינוני,18,מיכל,שביב,0:44:30
6050,בינוני,19,יאנה,טייטר ,0:45:48
6100,בינוני,20,איל,ליאור,0:46:06
5625,בינוני,21,אבנר,צפורי,0:46:09
20015,בינוני,22,אורי,סתו,0:47:38
4409,בינוני,23,רמי,ליפמן,0:48:32
1446,בינוני,24,נחמן,אש,0:50:55
4165,בינוני,25,רות,אלוש,0:51:10
1095,בינוני,26,שלמה,רז,0:53:32
1995,בינוני,27,שמואל,אשר,0:53:53
4378,בינוני,28,דרור,מלמד,0:54:07
4410,בינוני,29,יעל,ליפמן,0:56:08
3778,בינוני,30,סופיה,מאירקוביץ,0:57:41
4120,בינוני,31,רון,פלוטקין,1:02:00
2489,בינוני,32,משה,רביד,1:02:30
3089,בינוני,33,מיקי,גרינברג,1:05:17
4203,בינוני,34,חגי,אשל,1:08:22
2604,בינוני,35,שאול,שפי,1:10:34
603,בינוני,36,מנחם,מינסקי,1:16:54
5000,בינוני,37,ראם,נהרי,1:46:07
3055,בינוני,,אילן,צוק,DISQ
20019,בינוני,,נדיר,שריד,DISQ
21011,בינוני,,רועי,כרמלי,DISQ
2071070,קצר,1,חגי,לדרר,0:19:45
3404,קצר,2,קטרינה,יופה,0:28:34
7292,קצר,3,אלכס,קלניצקי,0:32:08
1506,קצר,4,דניאל,לוי,0:34:32
7167,קצר,5,עופר,סבוראי,0:35:21
1370,קצר,6,רן,בלגלי,0:36:17
7097,קצר,7,נועם,אלניר,0:36:26
4439,קצר,8,איתי,רבד,0:37:35
7190,קצר,9,דר,חדד-דגן,0:38:49
4196,קצר,10,יעל,סגל,0:39:31
3862,קצר,11,ולרי,סטפנוב,0:40:39
3861,קצר,12,סבטלנה,סטפנוב,0:40:41
7176,קצר,13,לינה,מילר,0:41:20
5224,קצר,14,ולדימיר,פדוסין,0:42:31
3191,קצר,15,עפר,אביטל,0:42:38
4545,קצר,16,אוריין,דגן,0:42:53
3613,קצר,17,גיורא,גולדהכט,0:46:18
20011,קצר,18,ערן,כהן,0:47:55
20002,קצר,19,יורם,בר הלוי,0:49:26
2892,קצר,20,אשר,שמואלי,0:51:03
3130,קצר,21,דוד,ברג,0:52:31
6514,קצר,22,חגית,רוטשטיין,0:52:49
2490,קצר,23,דליה,רביד,1:03:05
2212,קצר,24,עודד,לוין,1:04:54
6732,קצר,25,אריה,קלקשטיין,1:06:47
3279,קצר,26,יונה,הימן,1:11:11
5199,קצר,27,נורית,שמואלי,1:11:50
7224,קצר,28,רוני,טל,1:13:32
5095,קצר,,ענת,שחר-נוימן,DISQ
2146,קצר,,עמית,חדד,DISQ
3312,קצר,,אבה,טייט,DISQ
2922,קצר,,אלישע,אולייניק,DISQ
5858,קצר,,נגה,סגל,DISQ
3336,קצר,,איתיאל,תלם,DISQ
7179,קצרצר,1,סמיון,קורוטייב,0:29:09
21001,קצרצר,2,אורן,מרקוס,0:42:48
21022,קצרצר,3,יולי,ברקאי עלמה גלר,0:44:00
20007,קצרצר,4,ארן,גולדפינגר,0:47:10
20013,קצרצר,5,מורן,מאיר,0:48:10
4984,קצרצר,6,ליאור,קרול,0:48:11
20018,קצרצר,7,תומר,שלוי,0:48:13
21112,קצרצר,8,זוהרה,גל,0:59:49
7070,קצרצר,9,עופר,סגל,1:01:20
3567,קצרצר,10,עומר,גרדי,1:02:08
6744,קצרצר,11,אלעד,צופה,1:03:01
2071783,קצרצר,12,ארי,צדף,1:27:13
20017,קצרצר,13,חגית,שוכמן נריה,1:27:16
2071784,קצרצר,14,אמה,צדף,1:27:24
7078,קצרצר,15,אלכס,צדף,1:28:14
7079,קצרצר,16,אלונה-אן,צדף,1:30:22
6767,קצרצר,,הילה,אבידן,DISQ
21002,קצרצר,,צבי,לב,DISQ
